,tweet,brand,sentiment,lemmatization,polarity
6914,rt google announce facebook clone sxsw include announcement product code,Google,Positive emotion,rt google announce facebook clone sxsw include announcement product code,0.0
6915,rt google circles take facebook circles sxsw,Google,I can't tell,rt google circle take facebook circle sxsw,0.0
6916,rt google circles take facebook circles sxsw,Google,No emotion toward brand or product,rt google circle take facebook circle sxsw,0.0
6917,rt google launch new social network called circles south southwest today sxsw circles google,Google,No emotion toward brand or product,rt google launch new social network called circle south southwest today sxsw circle google,0.08484848484848484
6918,rt google preview major new social service called google circles today sxsw,Google,Positive emotion,rt google preview major new social service called google circle today sxsw,0.0773989898989899
6919,rt google preview major new social service called google circles today sxsw cc,Google,Positive emotion,rt google preview major new social service called google circle today sxsw cc,0.0773989898989899
6920,rt google reveal new social network called circles google facebook twitter sxsw via,Google,No emotion toward brand or product,rt google reveal new social network called circle google facebook twitter sxsw via,0.08484848484848484
6921,rt overload info delivered google kill discovery google says ppl wont lose curiosity wonderwe need serendipity sxsw,Google,No emotion toward brand or product,rt overload info delivered google kill discovery google say ppl wont lose curiosity wonderwe need serendipity sxsw,0.0
6922,rt see googles new social network quotcirclesquot today sxsw sxswi,Google,No emotion toward brand or product,rt see google new social network quotcirclesquot today sxsw sxswi,0.08484848484848484
6923,rt william patry google says authors dont care copyright care income sxsw models,Google,Positive emotion,rt william patry google say author dont care copyright care income sxsw model,0.0
6924,rt win sony xperia play android phone sxsw tuesday 315 details,Google,Positive emotion,rt win sony xperia play android phone sxsw tuesday 315 detail,0.8
6925,rt win ipad 2 come meet aquent talent agents drop name sxsw booth 1413,Apple,Positive emotion,rt win ipad 2 come meet aquent talent agent drop name sxsw booth 1413,0.8
6926,rt win openbeta6 ipad sxsw panel today 11 usguys cc dgtltribe sxswbuffalo,Apple,No emotion toward brand or product,rt win openbeta6 ipad sxsw panel today 11 usguys cc dgtltribe sxswbuffalo,0.8
6927,rt win ipad 2 bizgym video clipcon see intro reel sxsw suasxsw sxswaccel ceokidschat entrepreneur smallbiz,Apple,No emotion toward brand or product,rt win ipad 2 bizgym video clipcon see intro reel sxsw suasxsw sxswaccel ceokidschat entrepreneur smallbiz,0.8
6928,rt win ipad 2 sxsw via sxsw,Apple,Positive emotion,rt win ipad 2 sxsw via sxsw,0.8
6929,rt win ipad2 signing sxsw wantlet,Apple,No emotion toward brand or product,rt win ipad2 signing sxsw wantlet,0.8
6930,rt win free ipad 2 webdoccom sxsw rt,Apple,No emotion toward brand or product,rt win free ipad 2 webdoccom sxsw rt,0.6000000000000001
6931,rt win free ipad 2 webdoccom sxsw rt,Apple,Negative emotion,rt win free ipad 2 webdoccom sxsw rt,0.6000000000000001
6932,rt win ipad rt dgtltribe learn native amer tx ballroom 57 1100am sxsw,Apple,Positive emotion,rt win ipad rt dgtltribe learn native amer tx ballroom 57 1100am sxsw,0.8
6933,rt win awesome ipad quibids custom case catch sxsw wearing openbeta vip badge,Apple,No emotion toward brand or product,rt win awesome ipad quibids custom case catch sxsw wearing openbeta vip badge,0.9
6934,rt wish went sxsw got covered day 1 recap coynes,Others,No emotion toward brand or product,rt wish went sxsw got covered day 1 recap coynes,0.0
6935,rt 150 million mobile users google maps 40 google maps usage mobile devices maps sxsw,Google,No emotion toward brand or product,rt 150 million mobile user google map 40 google map usage mobile device map sxsw,0.0
6936,rt xwave headsets actually control iphone apps brain sxswnui gsdm sxsw,Apple,No emotion toward brand or product,rt xwave headset actually control iphone apps brain sxswnui gsdm sxsw,0.0
6937,rt within hours buying ipad glenda watson hyatt cerebral palsy able communicate strangers public sxsw poursite,Apple,No emotion toward brand or product,rt within hour buying ipad glenda watson hyatt cerebral palsy able communicate stranger public sxsw poursite,0.25
6938,rt woah dude sxsw gets branded tattoo exchange ipad really think,Apple,No emotion toward brand or product,rt woah dude sxsw get branded tattoo exchange ipad really think,0.2
6939,rt woah expect google circles today sxsw googles league extraordinary hackers events today big,Google,No emotion toward brand or product,rt woah expect google circle today sxsw google league extraordinary hacker event today big,0.16666666666666666
6940,rt woke sandwiched iphone ipad forgot much sxsw like geek spring break,Apple,No emotion toward brand or product,rt woke sandwiched iphone ipad forgot much sxsw like geek spring break,0.2
6941,rt woman lobby quottheres website called like stupid iphone speller ppl taking pics funny autocorrected wordsquot sxsw,Apple,No emotion toward brand or product,rt woman lobby quottheres website called like stupid iphone speller ppl taking pic funny autocorrected wordsquot sxsw,-0.27499999999999997
6942,rt 2nd place fandango karaoke 1st prize 1 yr fandango tkts useless canada 2nd prize useful ipad sxsw,Apple,Negative emotion,rt 2nd place fandango karaoke 1st prize 1 yr fandango tkts useless canada 2nd prize useful ipad sxsw,-0.05
6943,rt wonder many ipads theyll sell tomorrow rt apple opening pop store sxsw,Apple,No emotion toward brand or product,rt wonder many ipads theyll sell tomorrow rt apple opening pop store sxsw,0.5
6944,rt wonder many ipads theyll sell rt opening pop store sxsw,Apple,No emotion toward brand or product,rt wonder many ipads theyll sell rt opening pop store sxsw,0.5
6945,rt wonder googles impactdashboard demoed become part google analytics bavcid sxsw,Google,Positive emotion,rt wonder google impactdashboard demoed become part google analytics bavcid sxsw,0.0
6946,rt wondering street closures sxsw made google map show sxsw austin,Google,Positive emotion,rt wondering street closure sxsw made google map show sxsw austin,0.0
6947,rt woo hoo finally back iphone sxsw il,Apple,I can't tell,rt woo hoo finally back iphone sxsw il,0.0
6948,rt woohoo rt go game launches doityourself iphone scavenger hunts via see sxsw,Apple,No emotion toward brand or product,rt woohoo rt go game launch doityourself iphone scavenger hunt via see sxsw,-0.4
6949,rt wooooo mention released discovr iphone time sxsw new features,Apple,No emotion toward brand or product,rt wooooo mention released discovr iphone time sxsw new feature,0.13636363636363635
6950,rt woot google lego hackathon competition sxsw startupbus cle,Google,No emotion toward brand or product,rt woot google lego hackathon competition sxsw startupbus cle,0.0
6951,rt word motherboard rt youll want iphone apps youre heading sxsw today 10 hot ones,Apple,No emotion toward brand or product,rt word motherboard rt youll want iphone apps youre heading sxsw today 10 hot one,0.25
6952,rt wow developed ipad app 15k newsapps sxsw,Apple,No emotion toward brand or product,rt wow developed ipad app 15k newsapps sxsw,0.1
6953,rt wow thing insanely thin amp light hold ipad 2 seriously sxsw mosaicxm,Apple,No emotion toward brand or product,rt wow thing insanely thin amp light hold ipad 2 seriously sxsw mosaicxm,-0.058333333333333334
6954,rt wow leo told random person street would send ipad 2 twit sxsw,Apple,Positive emotion,rt wow leo told random person street would send ipad 2 twit sxsw,-0.2
6955,rt wow shakespeares pub 6th st heres delete button iphone video camera sxsw,Apple,No emotion toward brand or product,rt wow shakespeare pub 6th st here delete button iphone video camera sxsw,0.1
6956,rt written gwt new blogger interface shown week sxsw,Google,Positive emotion,rt written gwt new blogger interface shown week sxsw,0.13636363636363635
6957,rt yayrt new ubersocial iphone app store includes uberguide sxsw sponsored mashable,Apple,No emotion toward brand or product,rt yayrt new ubersocial iphone app store includes uberguide sxsw sponsored mashable,0.13636363636363635
6958,rt yeah love google cheese w maggie maes pic sxsw,Google,Positive emotion,rt yeah love google cheese w maggie maes pic sxsw,0.5
6959,rt yes hate fanboys still valid tho waited ipad2 instead enjoying sxsw,Apple,No emotion toward brand or product,rt yes hate fanboys still valid tho waited ipad2 instead enjoying sxsw,-0.15000000000000002
6960,rt yes rumors true come play ipad booth sxsw exhibit hall 3 ipad ipad2 sxswi,Apple,Positive emotion,rt yes rumor true come play ipad booth sxsw exhibit hall 3 ipad ipad2 sxswi,0.35
6961,rt yes rumors true come play ipad booth sxsw exhibit hall 3 ipad ipad2 giant quotoquot,Apple,Positive emotion,rt yes rumor true come play ipad booth sxsw exhibit hall 3 ipad ipad2 giant quotoquot,0.175
6962,rt yes theres line front allbutconfirmed popup apple store sxsw,Apple,Negative emotion,rt yes there line front allbutconfirmed popup apple store sxsw,0.0
6963,rt yes gowalla wins best andoid app team android choice awards thanks sxsw,Google,Positive emotion,rt yes gowalla win best andoid app team android choice award thanks sxsw,0.6666666666666666
6964,rt yes updated iphone app song info 247 stream others also live video streaming sxsw,Apple,No emotion toward brand or product,rt yes updated iphone app song info 247 stream others also live video streaming sxsw,0.13636363636363635
6965,rt yes updated iphone app song info 247 stream others also live video streaming sxsw,Apple,No emotion toward brand or product,rt yes updated iphone app song info 247 stream others also live video streaming sxsw,0.13636363636363635
6966,rt yes updated iphone app song info 247 stream others also live video streaming sxsw,Apple,Positive emotion,rt yes updated iphone app song info 247 stream others also live video streaming sxsw,0.13636363636363635
6967,rt yesterday fantastic sxsw ampapple ipad 2 launch lets take moment 2honor suffered japan,Apple,No emotion toward brand or product,rt yesterday fantastic sxsw ampapple ipad 2 launch let take moment 2honor suffered japan,0.4
6968,rt yikes google launching circles today sxsw,Google,Positive emotion,rt yikes google launching circle today sxsw,0.0
6969,rt download free sampler bands playing sxsw,Others,No emotion toward brand or product,rt download free sampler band playing sxsw,0.4
6970,rt know plane sxsw u become facebook friends seatmate added ipad added laptop,Apple,Positive emotion,rt know plane sxsw u become facebook friend seatmate added ipad added laptop,0.0
6971,dont iphone going sleep prepare sleep 3045 minutes sxsw pr,Apple,Positive emotion,dont iphone going sleep prepare sleep 3045 minute sxsw pr,0.0
6972,get popup apple store ipad 2 rt rt åç complete sxsw 2011 foursquare badge list,Apple,Positive emotion,get popup apple store ipad 2 rt rt åç complete sxsw 2011 foursquare badge list,0.1
6973,rt zazzle gearing hit sxsw look tweets come create iphone case zazzlesxsw,Apple,Positive emotion,rt zazzle gearing hit sxsw look tweet come create iphone case zazzlesxsw,0.0
6974,rt zazzle officially sxsw come grille mention zazzlsxsw youûªll get make iphone case,Apple,Positive emotion,rt zazzle officially sxsw come grille mention zazzlsxsw youûªll get make iphone case,0.0
6975,rt zazzle officially sxsw come grille mention us zazzlsxsw youûªll get make iphone case,Apple,No emotion toward brand or product,rt zazzle officially sxsw come grille mention u zazzlsxsw youûªll get make iphone case,0.0
6976,1st session designing ipad interfaces sxsw uxdes,Apple,Positive emotion,1st session designing ipad interface sxsw uxdes,0.0
6977,protip dont show google analytics page sxsw presentation,Google,No emotion toward brand or product,protip dont show google analytics page sxsw presentation,0.0
6978,sxsw iphone app control mania half screen used buttons filters half content uifail,Apple,No emotion toward brand or product,sxsw iphone app control mania half screen used button filter half content uifail,-0.16666666666666666
6979,iphone apps keep grooving sxsw 2011,Apple,Positive emotion,iphone apps keep grooving sxsw 2011,0.0
6980,iphone apps keep grooving sxsw 2011 via,Apple,Negative emotion,iphone apps keep grooving sxsw 2011 via,0.0
6981,everyone sxsw map favorite places austin,Others,No emotion toward brand or product,everyone sxsw map favorite place austin,0.5
6982,someone buy ipad v1 wait line get v2 tomorrow sxsw,Apple,Positive emotion,someone buy ipad v1 wait line get v2 tomorrow sxsw,0.0
6983,fuck iphone crapped charge says charging 5 night options austin sxsw,Apple,No emotion toward brand or product,fuck iphone crapped charge say charging 5 night option austin sxsw,-0.4
6984,sxsw iphone developers meet crazy packed,Apple,Positive emotion,sxsw iphone developer meet crazy packed,-0.6
6985,sxsw anyone need iphone cable extras tweet,Apple,Positive emotion,sxsw anyone need iphone cable extra tweet,0.0
6986,sxsw anyone know apple popup store,Apple,Positive emotion,sxsw anyone know apple popup store,0.0
6987,one must apps survive sxsw join sxswbarcrawl sxswi,Apple,Positive emotion,one must apps survive sxsw join sxswbarcrawl sxswi,0.0
6988,fuzzy iphone picture jake gyllenhaal duncan jones pictures soon bigdplacecom sxsw,Apple,Positive emotion,fuzzy iphone picture jake gyllenhaal duncan jones picture soon bigdplacecom sxsw,0.0
6989,one say free music someone say free music yes yes sxsw freemusic,Others,No emotion toward brand or product,one say free music someone say free music yes yes sxsw freemusic,0.4
6990,quotno one says im apple im drupal tribe know people care children amp powerfulquot dgtltribe sxsw,Apple,No emotion toward brand or product,quotno one say im apple im drupal tribe know people care child amp powerfulquot dgtltribe sxsw,0.0
6991,sxsw iphone tip turn 3g get good servicedata,Apple,No emotion toward brand or product,sxsw iphone tip turn 3g get good servicedata,0.7
6992,found iphone ballroom volunteer door sxsw sxswi,Apple,No emotion toward brand or product,found iphone ballroom volunteer door sxsw sxswi,0.0
6993,got one rt waiting line apple store check might find new item sxsw,Apple,No emotion toward brand or product,got one rt waiting line apple store check might find new item sxsw,0.13636363636363635
6994,phones around blackberry iphone android distant third sxsw,Google,No emotion toward brand or product,phone around blackberry iphone android distant third sxsw,-0.05
6995,tip conference goers everywhere bring ipad leave laptop hotel ive battery sore shoulder week sxsw,Apple,Positive emotion,tip conference goer everywhere bring ipad leave laptop hotel ive battery sore shoulder week sxsw,0.0
6996,free 22 song sxsw itunes playlist brighteyes thecivilwars glove many others,Apple,Positive emotion,free 22 song sxsw itunes playlist brighteyes thecivilwars glove many others,0.45
6997,amusing long lines temp apple store starbu cks acrosse street people seem unpack sxsw,Apple,No emotion toward brand or product,amusing long line temp apple store starbu cks acrosse street people seem unpack sxsw,0.27499999999999997
6998,6th congress scarborough bldg rt temporary apple store setup sxsw,Apple,No emotion toward brand or product,6th congress scarborough bldg rt temporary apple store setup sxsw,0.0
6999,6th congress dude creatively saving ipad 2 wwwsocialmediabumtumblrcom sxsw,Apple,Negative emotion,6th congress dude creatively saving ipad 2 wwwsocialmediabumtumblrcom sxsw,0.5
7000,googles disavowal planned launch sxsw,Google,Positive emotion,google disavowal planned launch sxsw,0.0
7001,one left ipad 1 sxsw,Apple,Positive emotion,one left ipad 1 sxsw,0.0
7002,connect rt google launch major new social network called circles possibly today sxsw,Google,No emotion toward brand or product,connect rt google launch major new social network called circle possibly today sxsw,0.05804924242424242
7003,google honors users privacy letting see info system allowing delete marissagoogle sxsw,Google,Positive emotion,google honor user privacy letting see info system allowing delete marissagoogle sxsw,0.0
7004,guy front apple store austin reading bible wondering someone would give ipad bible app sxsw,Apple,Negative emotion,guy front apple store austin reading bible wondering someone would give ipad bible app sxsw,0.0
7005,awesome conversations networking line sxsw apple store,Apple,Positive emotion,awesome conversation networking line sxsw apple store,1.0
7006,ipad big rt takeaway sxsw mobile absolutely necessary brand relevancy,Apple,No emotion toward brand or product,ipad big rt takeaway sxsw mobile absolutely necessary brand relevancy,0.0
7007,tons good music free sxsw sampler via,Others,No emotion toward brand or product,ton good music free sxsw sampler via,0.55
7008,good newsgoogles route around traffic function saves users 2 years every dayfrom marissa mayer sxsw via,Google,Positive emotion,good newsgoogles route around traffic function save user 2 year every dayfrom marissa mayer sxsw via,0.7
7009,many good places rt youre racing around sxsw best fueling great local fare,Others,No emotion toward brand or product,many good place rt youre racing around sxsw best fueling great local fare,0.6
7010,social proof powerful marketing motivator see white earbud headphones cables know apple sxsw,Apple,No emotion toward brand or product,social proof powerful marketing motivator see white earbud headphone cable know apple sxsw,0.1111111111111111
7011,hotpot google marissameyer next clevelandsteamer sxsw,Google,No emotion toward brand or product,hotpot google marissameyer next clevelandsteamer sxsw,0.0
7012,marissagoogle sxsw google art project like street view awesome like museum magnifying glass,Google,No emotion toward brand or product,marissagoogle sxsw google art project like street view awesome like museum magnifying glass,1.0
7013,marissagoogle sxsw google maps mobile using vectors fast three dimensional,Google,No emotion toward brand or product,marissagoogle sxsw google map mobile using vector fast three dimensional,0.2
7014,apple google zappos corporations always founded different important ideas rhjr_ux5 sxsw,Apple,No emotion toward brand or product,apple google zappos corporation always founded different important idea rhjr_ux5 sxsw,0.2
7015,think google circles effect crop circle sxsw randomly,Google,No emotion toward brand or product,think google circle effect crop circle sxsw randomly,-0.5
7016,google circles google sxsw,Google,Positive emotion,google circle google sxsw,0.0
7017,google circles ûïmention google launch major new social network called circles possibly today sxswû,Google,No emotion toward brand or product,google circle ûïmention google launch major new social network called circle possibly today sxswû,0.05804924242424242
7018,marissagoogle getting ready next panel googles marissa meyer presents vp consumer prods sxsw,Google,Positive emotion,marissagoogle getting ready next panel google marissa meyer present vp consumer prod sxsw,0.06666666666666667
7019,google hacker party sxsw good times cle startupbus,Google,No emotion toward brand or product,google hacker party sxsw good time cle startupbus,0.7
7020,demo google hotpot bettersearch panel still pull search personalized yet serendipitous sxsw,Google,Positive emotion,demo google hotpot bettersearch panel still pull search personalized yet serendipitous sxsw,0.0
7021,google image search jayden boy recognized man nikon camera commercials sxsw sxswnikon hisxsw,Google,No emotion toward brand or product,google image search jayden boy recognized man nikon camera commercial sxsw sxswnikon hisxsw,0.0
7022,google load maps fast yet barely post tweet haha sxsw,Google,No emotion toward brand or product,google load map fast yet barely post tweet haha sxsw,0.15
7023,sxsw google maps mobile devices vp,Google,No emotion toward brand or product,sxsw google map mobile device vp,0.0
7024,40 google maps usage mobile devices said sxsw via gmaps,Google,Positive emotion,40 google map usage mobile device said sxsw via gmaps,0.0
7025,buzz google google circles social media shakedown brewing anything go hear head heart sxsw,Google,No emotion toward brand or product,buzz google google circle social medium shakedown brewing anything go hear head heart sxsw,0.03333333333333333
7026,many google products isnt time transition chain features features product sxsw,Google,Positive emotion,many google product isnt time transition chain feature feature product sxsw,0.5
7027,marissagoogle says google testing small business software inpdx examples portlanders sxsw,Google,No emotion toward brand or product,marissagoogle say google testing small business software inpdx example portlanders sxsw,-0.25
7028,20 google searches local information mayer sxsw,Google,No emotion toward brand or product,20 google search local information mayer sxsw,0.0
7029,google launch major new social network called circles social networking back basics sxsw,Google,Positive emotion,google launch major new social network called circle social networking back basic sxsw,0.0442550505050505
7030,damn google glowinthedark cup leaked glowinthedark goo camera bag sxsw,Google,No emotion toward brand or product,damn google glowinthedark cup leaked glowinthedark goo camera bag sxsw,0.0
7031,leaving googles marissa mayer keynote interesting details user adoption locationaware services sxsw,Google,Positive emotion,leaving google marissa mayer keynote interesting detail user adoption locationaware service sxsw,0.5
7032,rt facebook hit adoption tipping pointlow chance successquotmention google 2 launch new social network called sxsw,Google,No emotion toward brand or product,rt facebook hit adoption tipping pointlow chance successquotmention google 2 launch new social network called sxsw,0.08484848484848484
7033,jqtouch looks amazing apple theme makes web pages look like native iphone apps sxsw geekery,Apple,Positive emotion,jqtouch look amazing apple theme make web page look like native iphone apps sxsw geekery,0.6000000000000001
7034,looks stupid take pix ipad 2 believe guys sxsw,Apple,Positive emotion,look stupid take pix ipad 2 believe guy sxsw,-0.7999999999999999
7035,cool apps coming sxsw making miss iphone 4 big way,Apple,No emotion toward brand or product,cool apps coming sxsw making miss iphone 4 big way,0.175
7036,kind cool someone trying screen mirroring ipad via camera hdmi cable gents sxsw,Apple,I can't tell,kind cool someone trying screen mirroring ipad via camera hdmi cable gent sxsw,0.475
7037,cool rt coolest ipad case ever etchasketch sxsw via,Apple,No emotion toward brand or product,cool rt coolest ipad case ever etchasketch sxsw via,0.35
7038,line pop apple store austin first person 6 amthey wait 5 pm sxsw ipad2,Apple,No emotion toward brand or product,line pop apple store austin first person 6 amthey wait 5 pm sxsw ipad2,0.25
7039,apples pop shop lavaca 6th sxsw yes line wraps around block mention apple store sxsw,Apple,No emotion toward brand or product,apple pop shop lavaca 6th sxsw yes line wrap around block mention apple store sxsw,0.0
7040,apples pop store austin took shape week thats call popup sxsw,Apple,No emotion toward brand or product,apple pop store austin took shape week thats call popup sxsw,0.0
7041,apples pop store sixth street still giant line front people waiting ipad 2 apple sxsw insanity,Apple,No emotion toward brand or product,apple pop store sixth street still giant line front people waiting ipad 2 apple sxsw insanity,0.0
7042,popup apple store sxsw popup bar called dickbar,Apple,No emotion toward brand or product,popup apple store sxsw popup bar called dickbar,0.0
7043,ipad 2 popup store sxsw,Apple,I can't tell,ipad 2 popup store sxsw,0.0
7044,apples popup store sxsw day ipad2 release could genius move marketing history,Apple,No emotion toward brand or product,apple popup store sxsw day ipad2 release could genius move marketing history,0.0
7045,apples popup store sxsw like girl scouts planting next bank atms cah money thinmints,Apple,No emotion toward brand or product,apple popup store sxsw like girl scout planting next bank atm cah money thinmints,0.0
7046,apples popup store plans sxsw austin,Apple,No emotion toward brand or product,apple popup store plan sxsw austin,0.0
7047,apple open pop temporary store sxsw ipad 2 launch via,Apple,Positive emotion,apple open pop temporary store sxsw ipad 2 launch via,0.0
7048,apple open quotpopupquot guerrilla store 6th congress sxsw austin wonder theyre selling,Apple,No emotion toward brand or product,apple open quotpopupquot guerrilla store 6th congress sxsw austin wonder theyre selling,0.0
7049,apple open popup store sxsw wannabehipsters feel home near fav store,Apple,No emotion toward brand or product,apple open popup store sxsw wannabehipsters feel home near fav store,0.05
7050,apple open popup store downtown austin 1st floor bldg 6th amp congress sxsw ipad 2 launch morefunpeoplewatching,Apple,No emotion toward brand or product,apple open popup store downtown austin 1st floor bldg 6th amp congress sxsw ipad 2 launch morefunpeoplewatching,0.0
7051,apple open ipad2 popup shop core sxsw action brilliant bring hot shiny new toy sxsw peeps,Apple,Negative emotion,apple open ipad2 popup shop core sxsw action brilliant bring hot shiny new toy sxsw peep,0.2772727272727272
7052,apple open popup shop sxsw 6th congress ipad2 launch day,Apple,Positive emotion,apple open popup shop sxsw 6th congress ipad2 launch day,0.0
7053,apple open popup shop sxsw report,Apple,No emotion toward brand or product,apple open popup shop sxsw report,0.0
7054,apple open popup shop sxsw,Apple,Positive emotion,apple open popup shop sxsw,0.0
7055,apple open popup shop sxsw report sxsw,Apple,Negative emotion,apple open popup shop sxsw report sxsw,0.0
7056,apple open popup shop sxsw report sxsw,Apple,Positive emotion,apple open popup shop sxsw report sxsw,0.0
7057,apple open popup shop austin sxsw ipad 2 release,Apple,Positive emotion,apple open popup shop austin sxsw ipad 2 release,0.0
7058,apple open popup shop austin sxsw ipad 2 release via sxsw ipad2,Apple,Positive emotion,apple open popup shop austin sxsw ipad 2 release via sxsw ipad2,0.0
7059,apple open popup shop austin sxsw ipad 2 release sxsw apple ipad2 popupshop,Apple,No emotion toward brand or product,apple open popup shop austin sxsw ipad 2 release sxsw apple ipad2 popupshop,0.0
7060,apple open popup store sxsw ipad launch genius bastards,Apple,No emotion toward brand or product,apple open popup store sxsw ipad launch genius bastard,0.0
7061,apple open temporary store sxsw,Apple,No emotion toward brand or product,apple open temporary store sxsw,0.0
7062,apple open temporary store sxsw tipb via sxsw,Apple,No emotion toward brand or product,apple open temporary store sxsw tipb via sxsw,0.0
7063,apple open temporary store sxsw 6th congress,Apple,No emotion toward brand or product,apple open temporary store sxsw 6th congress,0.0
7064,apple open temporary store sxsw interesting,Apple,No emotion toward brand or product,apple open temporary store sxsw interesting,0.25
7065,apple opening new store downtown austin friday make sure everyone sxsw buy new ipad 2,Apple,Positive emotion,apple opening new store downtown austin friday make sure everyone sxsw buy new ipad 2,0.25757575757575757
7066,apple opening popup store austin sxsw,Apple,Positive emotion,apple opening popup store austin sxsw,0.0
7067,apple opening popup store austin sxsw,Apple,Positive emotion,apple opening popup store austin sxsw,0.0
7068,apple opening popup store austin sxsw viamention,Apple,No emotion toward brand or product,apple opening popup store austin sxsw viamention,0.0
7069,apple opening popup store austin sxsw sxsw apps mobile,Apple,No emotion toward brand or product,apple opening popup store austin sxsw sxsw apps mobile,0.0
7070,apple opening temporary store austin sxsw people obviously want shell 1500 macbook visiting austin,Apple,Positive emotion,apple opening temporary store austin sxsw people obviously want shell 1500 macbook visiting austin,0.0
7071,apple opening temporary store austin sxsw people obviously want shell 1500 macbook,Apple,No emotion toward brand or product,apple opening temporary store austin sxsw people obviously want shell 1500 macbook,0.0
7072,apple opening temporary store downtown austin march 11 accommodate sxsw attendees god fucking smart,Apple,Positive emotion,apple opening temporary store downtown austin march 11 accommodate sxsw attendee god fucking smart,0.21428571428571427
7073,apple opening temp retail store austin sell ipads sxsw attendees tempted,Apple,No emotion toward brand or product,apple opening temp retail store austin sell ipads sxsw attendee tempted,0.0
7074,apple opening temporary store close sxsw sell ipad2 get influencers concept,Apple,No emotion toward brand or product,apple opening temporary store close sxsw sell ipad2 get influencers concept,0.0
7075,apple opening popup store downtown austin ipod 2 launch sxsw,Apple,No emotion toward brand or product,apple opening popup store downtown austin ipod 2 launch sxsw,0.0
7076,apple opening temp store austin sxsw ipad2 via,Apple,No emotion toward brand or product,apple opening temp store austin sxsw ipad2 via,0.0
7077,apple opening temp store austin sxsw via awesome,Apple,No emotion toward brand or product,apple opening temp store austin sxsw via awesome,1.0
7078,apple opening temp store austin sxsw via ipad2,Apple,No emotion toward brand or product,apple opening temp store austin sxsw via ipad2,0.0
7079,apple opening temporary store downtown austin sxsw amp ipad 2 launch,Apple,No emotion toward brand or product,apple opening temporary store downtown austin sxsw amp ipad 2 launch,0.0
7080,apple opening temporary store downtown austin sxsw ipad 2 anyone fb,Apple,No emotion toward brand or product,apple opening temporary store downtown austin sxsw ipad 2 anyone fb,0.0
7081,apple opening temporary store downtown austin sxsw amp ipad 2 launch source statesmancom,Apple,Positive emotion,apple opening temporary store downtown austin sxsw amp ipad 2 launch source statesmancom,0.0
7082,apple opening temporary store downtown austin sxsw ipad 2 launch cc,Apple,No emotion toward brand or product,apple opening temporary store downtown austin sxsw ipad 2 launch cc,0.0
7083,apple opening temporary store downtown austin sxsw ipad 2 launch,Apple,No emotion toward brand or product,apple opening temporary store downtown austin sxsw ipad 2 launch,0.0
7084,apple opening temporary store downtown austin sxsw ipad 2 launch bitlyg03mzb,Apple,No emotion toward brand or product,apple opening temporary store downtown austin sxsw ipad 2 launch bitlyg03mzb,0.0
7085,apple opening temporary store downtown austin sxsw ipad 2 launch bitlyg03mzb cc,Apple,No emotion toward brand or product,apple opening temporary store downtown austin sxsw ipad 2 launch bitlyg03mzb cc,0.0
7086,apple opening temporary store sxsw conference ipad 2 launch might make stop,Apple,No emotion toward brand or product,apple opening temporary store sxsw conference ipad 2 launch might make stop,0.0
7087,web developers havenûªt tried new relic sign sxsw enter win ipad 2 come booth 13,Apple,No emotion toward brand or product,web developer havenûªt tried new relic sign sxsw enter win ipad 2 come booth 13,0.4681818181818182
7088,agency people sxsw queue pop ipad store savesxsw,Apple,No emotion toward brand or product,agency people sxsw queue pop ipad store savesxsw,0.0
7089,people sxswi insist sharing footage japanese tragedy think people sxsw know google,Google,No emotion toward brand or product,people sxswi insist sharing footage japanese tragedy think people sxsw know google,0.0
7090,people back home seems sxsw putting together popup apple store people get ipad2 today,Apple,No emotion toward brand or product,people back home seems sxsw putting together popup apple store people get ipad2 today,0.0
7091,mayer people drive 12bn miles year using google maps navigation whither sat nav sxsw,Google,Negative emotion,mayer people drive 12bn mile year using google map navigation whither sat nav sxsw,0.0
7092,people waiting new ipad outside apples temporary store 6th street doors open 5pm sxsw,Apple,Negative emotion,people waiting new ipad outside apple temporary store 6th street door open 5pm sxsw,0.04545454545454545
7093,google dropped real estate search bc right theyd need invest much theyre willing moment sxsw,Google,Positive emotion,google dropped real estate search bc right theyd need invest much theyre willing moment sxsw,0.23392857142857143
7094,apples popup sxsw retail store austin detail belies short 2 wk lifespan,Apple,Positive emotion,apple popup sxsw retail store austin detail belies short 2 wk lifespan,0.0
7095,line popup apple store 6th amp congress still block long sxsw,Apple,Positive emotion,line popup apple store 6th amp congress still block long sxsw,-0.05
7096,apple popupstore sxsw get ipad 0310apple,Apple,No emotion toward brand or product,apple popupstore sxsw get ipad 0310apple,0.0
7097,waiting trollfoot appearance sxsw apple store cmon,Apple,No emotion toward brand or product,waiting trollfoot appearance sxsw apple store cmon,0.0
7098,packing sxsw ipad iphone blackberry laptop video camera need stylish beltclipgadgetholster oxymoron,Apple,No emotion toward brand or product,packing sxsw ipad iphone blackberry laptop video camera need stylish beltclipgadgetholster oxymoron,0.5
7099,packing sxsw need geekbatman like utility belt gadgets iphone ipad mba apple tv overdrive hotspot headphones etc,Apple,No emotion toward brand or product,packing sxsw need geekbatman like utility belt gadget iphone ipad mba apple tv overdrive hotspot headphone etc,0.0
7100,packing sxsw literally going w 2 tshirts ipad dont plan much enjoying sun amp conversing dorks,Apple,No emotion toward brand or product,packing sxsw literally going w 2 tshirts ipad dont plan much enjoying sun amp conversing dork,0.5
